Name,Department,year1,year2,year3,year4,year5,Years,Graduated
Subdila Dembele,Data Analysis,3.6,2.8,2.8,,,3,2016
Alexander Mark,Survey and Geo-informatics,3.6,2,3.2,,,3,2016
Paulinho Emtee,Survey and Geo-informatics,2.8,4,2.4,2,2.4,5,2014
Chelsea Edward,Civil Engineering,3.6,3.6,3.6,,,3,2016
Hezekiah Chris,Mechganical Engineering,3.6,2.8,2,2.8,3.6,5,2014
Mourinho Esther,Information Technology,2,4.4,2.8,,,3,2016
Honda Slipey,Building Technology,2.8,2,3.6,,,3,2016
Torgan Brenda,Mining Engineering,2.4,3.6,3.6,,,3,2016
Sebastian Whice,Survey and Geo-informatics,3.2,2.4,2,,,3,2016
Mizphabet Green,Computer Science,3.2,2,2.8,,,3,2016
Diego Brenda,Building Technology,3.2,3.2,3.6,4,3.2,5,2014
Robert Casandra,Machine and Deep Engineering,4.4,2.4,4.4,4,,4,2015
Douglas Chris,Civil Engineering,4,2.4,2,4,,4,2015
Subdila Chris,Civil Engineering,3.2,3.2,2.8,2,,4,2015
Subdila Gopy,Information Technology,2.4,4,2.8,2,4.4,5,2014
Marcos Coutiho,Machine and Deep Engineering,3.2,3.6,3.6,,,3,2016
Lucas Marla,Mining Engineering,2.8,4,4,3.6,,4,2015
Andrew Limpo,Micro Biology,3.6,4.4,2,2.8,,4,2015
Lucas Cara,Cyber Security,3.6,2,4,3.6,,4,2015
Becam Montana,Data Analysis,4.4,2.8,3.2,,,3,2016
Hewlette Burna,Mechganical Engineering,2.8,2.8,2.8,3.6,,4,2015
Malcomm Shorya,Data Analysis,3.2,2.8,4,4,,4,2015
Malcomm White,Biochemistry,4,3.6,2.8,3.6,,4,2015
Marcos Bond,Mining Engineering,2.4,2,3.2,4,2.8,5,2014
Gomez Philine,Civil Engineering,3.2,4.4,4.4,,,3,2016
Sebastian Babbage,Cyber Security,2.8,3.2,4.4,,,3,2016
Andrew Paul,Building Technology,3.2,3.6,4,,,3,2016
Andrew Hustle,Software Programming,2,2,4,3.6,4.4,5,2014
Alexander Anabelle,Statistics,4.4,4.4,4.4,4,4,5,2014
Emerson Hustle,Architecture,3.2,2.4,3.2,3.2,3.2,5,2014
McCoaster Slipey,Software Programming,2.4,2,4,,,3,2016
Sellini Dembele,Mechganical Engineering,4.4,4,3.2,4,2.4,5,2014
McCoaster Justin,Data Analysis,4,2,4,,,3,2016
Willson Dembele,Software Programming,3.2,4,4.4,2,,4,2015
Willson Jack,Geology,3.2,2.8,2.4,,,3,2016
Hewlette Young man,Bio Technology,4,2.8,2.8,,,3,2016
PyRodri Berger,Information Technology,2,4,3.2,,,3,2016
Becam Philine,Statistics,4.4,2,2,2.4,3.2,5,2014
Greenwich Nicki,Data Analysis,4.4,4.4,2.4,,,3,2016
Lorrience Paul,Statistics,2.8,4,2.8,3.6,,4,2015
Anderson White,Cyber Security,2.4,2.8,4.4,4,3.6,5,2014
Marcos Casandra,Civil Engineering,3.6,2.8,2.8,3.6,2,5,2014
Santos Mercy,Mining Engineering,4.4,2.8,3.2,4.4,,4,2015
Silver Young man,Building Technology,4.4,3.2,2,2.4,,4,2015
Andrew Green,Mining Engineering,4,2,2.4,,,3,2016
Becam Whice,Survey and Geo-informatics,2.4,4.4,4.4,4.4,,4,2015
Willson Chris,Data Analysis,4.4,2,3.6,2,,4,2015
Barcelona Hummit,Data Analysis,2.8,3.2,4.4,2.4,3.2,5,2014
Chelsea Nicki,Software Programming,2.4,3.2,2.4,4,3.2,5,2014
PyRodri Edward,Statistics,4.4,4,4.4,3.2,,4,2015
Becam James,Software Programming,2,4,3.6,,,3,2016
Hezekiah Fredie,Data Analysis,2.8,4,2.4,,,3,2016
Einstein Wayne,Software Programming,2.4,2.4,2.8,2.4,,4,2015
Hezekiah Dembele,Computer Science,4,2.4,2.4,2.4,,4,2015
Narcos Kiki,Machine and Deep Engineering,3.6,4,3.2,2.8,4,5,2014
Manchester Mercy,Mechganical Engineering,2.8,2,2,2.4,,4,2015
Kendrick Shorya,Machine and Deep Engineering,3.2,4,2.8,4.4,,4,2015
David Cara,Mechganical Engineering,2.8,2.8,2,3.2,3.2,5,2014
Kendrick Anabelle,Architecture,3.2,2.8,2,3.2,4,5,2014
Barcelona Edward,Micro Biology,4.4,4,2.4,2.8,,4,2015
Barcelona Emrican,Building Technology,3.6,2,2.8,2.4,,4,2015
Mourinho Berger,Biochemistry,3.2,3.6,2,4,,4,2015
Smith Shorya,Biochemistry,2.4,2,2.8,3.6,,4,2015
Subdila Brenda,Micro Biology,2,3.2,2.8,,,3,2016
Willson Mark,Machine and Deep Engineering,2.8,2.4,2.4,2.4,4.4,5,2014
Silver Whice,Information Technology,4.4,4,2,2.4,,4,2015
Anderson Fredie,Biochemistry,2.8,4.4,2.4,,,3,2016
Edding Anabelle,Software Programming,2.4,2.4,2,,,3,2016
McCoaster Montana,Physics,4.4,4,2.4,2,,4,2015
Einstein Berger,Mining Engineering,4,2.4,3.2,3.2,,4,2015
Greenwich Lingard,Architecture,3.6,4,3.2,4,,4,2015
Gomez Fredie,Bio Technology,2,2.4,2.8,,,3,2016
Willson Berger,Information Technology,3.2,3.6,4,,,3,2016
McCall Casandra,Mechganical Engineering,3.6,2.4,3.6,3.6,2.8,5,2014
Alexander Mercy,Computer Engineering,2.8,3.2,2.4,,,3,2016
Henry Philine,Micro Biology,3.6,4.4,4.4,3.6,,4,2015
Hezekiah Berger,Software Programming,3.2,4,3.2,2.4,,4,2015
Barcelona Montana,Information Technology,2.4,3.6,4,3.2,2.4,5,2014
Luke Montana,Civil Engineering,4,2,4,,,3,2016
Smith Cavati,Architecture,4,2.4,3.6,,,3,2016
Malcomm Julius,Physics,2.4,2,2.8,,,3,2016
Douglas Montana,Mining Engineering,4.4,2.8,2.8,,,3,2016
Diego Edward,Architecture,4.4,4.4,2,2,3.2,5,2014
Charlotte Wayne,Machine and Deep Engineering,2.8,2,2.4,2,2.4,5,2014
Robert Jordan,Geology,4,2,3.6,,,3,2016
Paulinho Hummit,Computer Engineering,4.4,2.4,2,2.8,,4,2015
Lucas Slipey,Mining Engineering,2,2.4,2,2,,4,2015
Mizphabet Limpo,Physics,2,4.4,2,,,3,2016
Abraham Babbage,Architecture,4,4,3.2,4.4,,4,2015
Marcos Slipey,Physics,3.6,2.4,2.4,,,3,2016
Luke Esther,Micro Biology,2.4,2.4,4,3.2,4,5,2014
Donald Dembele,Biochemistry,4,4,2.4,4,,4,2015
PyRodri Nicki,Civil Engineering,3.6,2.8,3.2,,,3,2016
Donald Dunlop,Survey and Geo-informatics,3.2,2.4,2,,,3,2016
Santos Mark,Physics,4.4,4,4.4,3.6,,4,2015
Sellini John,Physics,4.4,4,4,4,3.6,5,2014
Mizphabet Berger,Geology,2.4,4.4,2.4,4,,4,2015
Sellini Slipey,Computer Engineering,2.4,3.2,2,4,4.4,5,2014
Honda Nicki,Software Programming,3.2,2.4,4.4,4,,4,2015
Barcelona Limpo,Cyber Security,4,4,3.6,,,3,2016
Charlotte Hustle,Data Analysis,4,4,2,,,3,2016
Gomez Hummit,Biochemistry,4.4,2,2,4,,4,2015
Marcos Sandra,Mining Engineering,2,3.6,2,3.6,4.4,5,2014
McCoaster Young man,Survey and Geo-informatics,3.2,4.4,4,,,3,2016
Becam Wayne,Civil Engineering,2,4,2.8,,,3,2016
Becam Babbage,Survey and Geo-informatics,2,2.8,2,2.4,,4,2015
Alexander Sandra,Building Technology,4,4,2.4,4.4,2.4,5,2014
Subdila Cavati,Survey and Geo-informatics,3.2,3.2,3.6,2,4,5,2014
Becam Hustle,Architecture,4.4,2.4,2.8,3.6,,4,2015
Thompson Paul,Physics,4,4,2.4,4,4.4,5,2014
Hezekiah Charles,Machine and Deep Engineering,3.6,4,4,2.8,3.6,5,2014
PyRodri Dembele,Mechganical Engineering,2.8,4.4,4.4,2.4,,4,2015
Diego Hustle,Statistics,4,4,2.4,,,3,2016
Diego Philine,Machine and Deep Engineering,3.2,2,3.2,,,3,2016
Ford Philine,Data Analysis,2,4.4,4.4,4.4,,4,2015
Diego Emrican,Machine and Deep Engineering,2.4,3.2,2.4,2.8,4.4,5,2014
Anderson Berger,Geology,2.8,2.4,4.4,,,3,2016
Robert Shorya,Bio Technology,2.8,4.4,3.2,2.8,4.4,5,2014
Malcomm Coutiho,Civil Engineering,4,4.4,3.2,3.6,,4,2015
Paulinho Slipey,Computer Science,3.2,3.2,2.8,,,3,2016
Anderson Limpo,Building Technology,4,3.2,2.8,2,,4,2015
Hewlette Bill,Physics,2.4,4,3.2,,,3,2016
Charlotte Justin,Biochemistry,4,3.6,3.6,,,3,2016
Phelionni Cara,Civil Engineering,2.4,4,2.4,,,3,2016
Hezekiah Slipey,Bio Technology,4,3.2,4.4,,,3,2016
Henry Coutiho,Building Technology,2.4,2.8,2,,,3,2016
Henry Kiki,Mechganical Engineering,2.8,3.2,2,,,3,2016
Sellini Limpo,Building Technology,3.6,2.4,2.8,4.4,4.4,5,2014
PyRodri Love,Physics,3.2,3.2,2,2.8,,4,2015
Anderson Dan,Physics,4,4,4,3.2,3.6,5,2014
Becam Love,Mining Engineering,2.4,3.6,3.6,2,4,5,2014
Manchester Nicki,Biochemistry,2,3.6,3.6,,,3,2016
PyRodri Chris,Geology,2.8,2.4,4,,,3,2016
Phelionni Lingard,Computer Science,4,4,2.4,,,3,2016
Sellini Kiki,Data Analysis,3.6,4,3.2,4,,4,2015
Ford Edward,Software Programming,2.8,2.8,4.4,2,,4,2015
Abraham Jordan,Building Technology,4.4,3.2,3.2,2.8,2.8,5,2014
Thompson Dembele,Geology,4.4,3.6,2,4.4,,4,2015
Robert Dunlop,Machine and Deep Engineering,2,2.8,4.4,3.2,,4,2015
Subdila Hummit,Statistics,4.4,4.4,2.8,2.8,4.4,5,2014
Gomez Casandra,Geology,4.4,3.6,4,2.8,3.6,5,2014
Henry Montana,Machine and Deep Engineering,2.4,2,3.6,4,,4,2015
Mourinho Brenda,Civil Engineering,4,2,3.6,4.4,,4,2015
Santos Philine,Cyber Security,2.8,4,3.2,3.2,,4,2015
Honda Montana,Mechganical Engineering,3.6,2.8,2.8,2.4,,4,2015
Phelionni Charles,Statistics,3.2,3.2,2.8,4,,4,2015
Sebastian James,Computer Engineering,4,3.6,2.8,4.4,4,5,2014
Silver Marla,Computer Science,2,3.6,3.2,2,,4,2015
Rica Cara,Civil Engineering,4,4.4,2,,,3,2016
Thompson Marla,Building Technology,2.8,3.2,4,,,3,2016
Diego Green,Mechganical Engineering,3.6,2.8,2,2.4,,4,2015
Paulinho Dunlop,Machine and Deep Engineering,3.6,3.6,2,4.4,,4,2015
Chelsea Marla,Mechganical Engineering,3.2,3.6,2.4,4,,4,2015
Anderson Justin,Mechganical Engineering,3.2,2.4,3.6,4.4,,4,2015
Douglas Emtee,Machine and Deep Engineering,2,2,2.4,4.4,4,5,2014
Abraham Priscilia,Information Technology,3.6,2,2.8,3.6,4,5,2014
Henry Priscilia,Machine and Deep Engineering,4.4,4.4,4.4,,,3,2016
Narcos Hustle,Survey and Geo-informatics,3.2,4.4,4,3.2,4,5,2014
Edding Shorya,Data Analysis,3.6,2,2.4,4,2.4,5,2014
Edding Lingard,Information Technology,3.2,4.4,4.4,2.8,,4,2015
Manchester Dunlop,Survey and Geo-informatics,3.2,2,4,4,2.8,5,2014
Luke John,Survey and Geo-informatics,4,2.4,2,2.4,4.4,5,2014
Sebastian Emrican,Statistics,3.2,4.4,3.2,4.4,,4,2015
Rica Slipey,Survey and Geo-informatics,3.6,3.6,4,,,3,2016
Hewlette Shorya,Software Programming,4,2.4,4.4,2.4,2,5,2014
Lucas Edward,Physics,3.6,2.8,3.6,2.8,2.8,5,2014
Febo Emrican,Mechganical Engineering,3.2,3.6,3.6,,,3,2016
Chelsea Paul,Machine and Deep Engineering,4.4,3.2,2,,,3,2016
Chelsea Brenda,Machine and Deep Engineering,4.4,4.4,4,,,3,2016
Mourinho Nicki,Computer Science,2,2.8,2,2.8,,4,2015
Kendrick Chris,Civil Engineering,2.8,4.4,4.4,3.2,3.6,5,2014
Ford Dunlop,Survey and Geo-informatics,2.8,4,3.6,,,3,2016
Andrew Babbage,Statistics,4,2,4,,,3,2016
Torgan Montana,Mechganical Engineering,3.2,4,3.2,2,2.4,5,2014
Smith Cara,Mechganical Engineering,2.4,3.6,3.6,3.2,,4,2015
Emerson Bill,Bio Technology,2.8,2,3.2,2,,4,2015
Silver Dunlop,Mining Engineering,3.6,3.2,4.4,4.4,2,5,2014
Alexander Emrican,Building Technology,3.2,2.8,2.4,,,3,2016
Manchester Chris,Machine and Deep Engineering,2.8,4,3.2,,,3,2016
Hewlette Marla,Mining Engineering,4,4,4.4,,,3,2016
Hezekiah Jack,Computer Science,2.4,4.4,4.4,3.6,2,5,2014
Narcos Love,Building Technology,2.4,3.6,4,2,,4,2015
Lucas Charles,Micro Biology,2,2,4.4,3.2,,4,2015
Willson John,Physics,3.2,4,2.4,,,3,2016
Thompson Montana,Mining Engineering,3.2,3.6,3.2,2,,4,2015
Richard Chris,Biochemistry,4.4,4.4,2.4,,,3,2016
Andrew James,Data Analysis,3.2,4.4,2.8,2.4,3.2,5,2014
Rica Mark,Computer Science,4,2,3.2,3.6,,4,2015
Lucas Esther,Computer Science,3.2,2.4,3.6,2.4,4.4,5,2014
Febo Gopy,Civil Engineering,4.4,2.4,2,2,,4,2015
Einstein Brenda,Computer Science,4.4,2.4,3.2,,,3,2016
Subdila Fredie,Machine and Deep Engineering,2,3.2,3.6,4,,4,2015
Rica Dan,Mechganical Engineering,2.4,2.8,3.6,4,,4,2015
Greenwich Berger,Mining Engineering,2,4.4,2.4,,,3,2016
Einstein Burna,Architecture,2,2.8,2.4,2.4,,4,2015
Edding Dan,Building Technology,3.2,2,4,3.6,,4,2015
Hewlette Coutiho,Software Programming,3.2,2.8,4.4,,,3,2016
Thompson Jordan,Bio Technology,4,4,2.8,2.8,3.2,5,2014
McCoaster John,Survey and Geo-informatics,3.2,2,4.4,3.2,,4,2015
Andrew Mercy,Data Analysis,4,2.8,4.4,,,3,2016
Hezekiah Casandra,Data Analysis,2.4,3.2,4,,,3,2016
Rica Burna,Architecture,2.8,4.4,4,2.8,2.8,5,2014
Barcelona Cavati,Mechganical Engineering,3.2,2.4,2,3.6,,4,2015
Sellini Lingard,Mining Engineering,3.6,2,2,2.8,2.8,5,2014
Chelsea Justin,Software Programming,2,2.4,4,2.8,,4,2015
Lorrience Green,Statistics,2.4,3.2,4.4,2,,4,2015
McCall Limpo,Mechganical Engineering,2,2,3.2,,,3,2016
Douglas Wayne,Architecture,2,2,2.4,2,3.6,5,2014
Greenwich Julius,Building Technology,2.4,3.2,4,2.8,,4,2015
Gomez Edward,Information Technology,3.6,4.4,2.8,3.2,3.6,5,2014
Andrew Hummit,Machine and Deep Engineering,4.4,4,3.2,,,3,2016
Subdila White,Computer Science,4,2,2,,,3,2016
Emerson Dunlop,Biochemistry,3.6,3.2,2,4,4,5,2014
Manchester Bond,Survey and Geo-informatics,2,2.4,2,,,3,2016
Torgan James,Information Technology,2,4.4,2.8,3.2,,4,2015
Silver Love,Geology,3.6,3.6,2.4,,,3,2016
Malcomm Young man,Bio Technology,3.2,4.4,4,4.4,,4,2015
Anderson Cavati,Computer Science,3.6,3.6,4.4,,,3,2016
Abraham Wayne,Software Programming,2.4,3.6,3.2,,,3,2016
Charlotte Chris,Computer Science,4,4,3.6,4.4,2.4,5,2014
Ford Gopy,Computer Engineering,2,3.2,2.4,,,3,2016
Barcelona White,Information Technology,2.4,4,2.4,,,3,2016
Barcelona Burna,Micro Biology,2,2.8,2.8,2.4,,4,2015
Willson Burna,Bio Technology,3.2,3.2,3.2,,,3,2016
Becam Esther,Biochemistry,3.2,3.6,2,3.2,2,5,2014
Luke Charles,Computer Engineering,2.8,4.4,2.4,2.8,2,5,2014
Santos Shorya,Data Analysis,3.2,2.8,4.4,2.8,3.6,5,2014
Phelionni Love,Bio Technology,3.2,2,3.2,2.8,3.6,5,2014
Silver Limpo,Micro Biology,3.2,2,2.8,4,4,5,2014
Barcelona Marla,Civil Engineering,2.8,2.8,3.2,2,2,5,2014
Chelsea Green,Geology,4.4,3.6,4.4,4,,4,2015
Lorrience Priscilia,Micro Biology,2.4,4,4,2.4,4.4,5,2014
Febo Dan,Biochemistry,4.4,2.4,3.6,,,3,2016
Henry Paul,Bio Technology,2.8,3.2,4.4,,,3,2016
Abraham Anabelle,Software Programming,2.8,2.8,2,,,3,2016
Manchester Whice,Computer Science,4.4,3.6,2.8,2.4,,4,2015
Lorrience Mark,Survey and Geo-informatics,3.2,2.8,2,3.2,2.8,5,2014
Abraham Slipey,Architecture,4.4,4,2.4,,,3,2016
Willson Slipey,Micro Biology,3.6,3.6,2.8,2.4,,4,2015
Charlotte Green,Information Technology,4,2.4,4,4.4,,4,2015
Honda Dunlop,Mechganical Engineering,2.4,4.4,3.2,4.4,2.4,5,2014
David Esther,Cyber Security,2.8,2,2.8,,,3,2016
Lorrience Dunlop,Architecture,2,2.4,4,3.6,4,5,2014
Willson Love,Software Programming,2.8,3.6,3.6,,,3,2016
Mizphabet Chris,Mining Engineering,3.2,4.4,2.4,4,2.8,5,2014
Anderson Babbage,Software Programming,2.4,3.6,2.8,2.4,,4,2015
Kendrick Sandra,Physics,2,2,3.6,3.6,,4,2015
Chelsea Hummit,Micro Biology,2.8,4.4,2.8,,,3,2016
Donald Cavati,Mechganical Engineering,3.6,4,2,2.8,2,5,2014
Rica Marla,Building Technology,4,4.4,2.8,4.4,,4,2015
Torgan Emtee,Geology,2,3.2,2.4,2,3.6,5,2014
Marcos Julius,Computer Engineering,2,4,4.4,4,4.4,5,2014
Diego Bill,Cyber Security,2,4,2.8,4.4,4.4,5,2014
Einstein Young man,Information Technology,4.4,3.6,4,4.4,2,5,2014
Smith Slipey,Biochemistry,2.8,3.6,2,,,3,2016
Kendrick Jordan,Biochemistry,2.4,4.4,4,2,,4,2015
Donald Philine,Architecture,2.4,4,2.4,,,3,2016
Subdila Casandra,Survey and Geo-informatics,4,2.4,4,2.4,4.4,5,2014
Greenwich Mark,Building Technology,4,2.4,4,,,3,2016
Hewlette Berger,Biochemistry,3.6,4,2,4,,4,2015
Ford Cavati,Civil Engineering,2.4,3.2,4,3.2,,4,2015
Smith Hummit,Computer Science,4.4,2.4,3.6,4,2.4,5,2014
Einstein Anabelle,Statistics,4,2.8,3.2,2.8,,4,2015
Diego Dembele,Physics,2.8,3.6,3.6,2.8,4,5,2014
Sellini Shorya,Mining Engineering,2.4,2.8,3.6,3.2,,4,2015
Robert John,Micro Biology,3.6,3.6,4,,,3,2016
Febo Shorya,Physics,3.6,3.6,3.2,,,3,2016
Lucas Wayne,Computer Engineering,2,3.6,4,4,4,5,2014
Mourinho Shorya,Mechganical Engineering,2.8,3.2,4.4,,,3,2016
Barcelona Julius,Bio Technology,4.4,3.6,2,,,3,2016
Richard Anabelle,Cyber Security,2.8,4,4.4,3.2,,4,2015
Sebastian Kiki,Bio Technology,2,4.4,4,2.4,2,5,2014
Phelionni Dembele,Computer Engineering,2.4,3.6,4.4,4.4,2,5,2014
Malcomm Dunlop,Micro Biology,2,4.4,2,4.4,,4,2015
Andrew Bill,Civil Engineering,3.6,3.6,2.8,2.8,,4,2015
Mourinho Anabelle,Geology,2.4,2.4,4,,,3,2016
Silver Wayne,Statistics,3.6,2.8,2.8,2.8,3.6,5,2014
Einstein Casandra,Computer Engineering,3.2,2.4,4,,,3,2016
Ford Jack,Software Programming,4.4,3.6,2.4,,,3,2016
Manchester Lingard,Machine and Deep Engineering,4,3.6,4,2,,4,2015
Diego Whice,Geology,4,2.8,4.4,,,3,2016
Manchester Montana,Mechganical Engineering,2.4,2,4.4,2.8,,4,2015
Greenwich Shorya,Computer Science,2,3.2,2.8,4.4,3.6,5,2014
Phelionni Edward,Bio Technology,4,2,2.4,4,,4,2015
Ford Sandra,Statistics,3.6,4,3.6,4.4,,4,2015
Malcomm Mercy,Data Analysis,2.4,4.4,3.6,,,3,2016
McCoaster Julius,Data Analysis,2.4,2.8,2.4,4.4,4.4,5,2014
Hewlette Emtee,Computer Science,4.4,2.4,2.4,4,2.4,5,2014
Manchester Burna,Building Technology,2,2,2.8,2.8,2.8,5,2014
Douglas Green,Computer Engineering,3.6,3.6,3.2,,,3,2016
Subdila Kiki,Geology,2.8,2.8,3.6,4.4,4.4,5,2014
Thompson Julius,Bio Technology,3.6,4,2,4,,4,2015
Lucas Emtee,Data Analysis,4,3.6,3.6,,,3,2016
Phelionni Philine,Building Technology,3.6,3.6,2.4,3.6,,4,2015
Sebastian Coutiho,Survey and Geo-informatics,3.2,4.4,2,,,3,2016
Rica Hustle,Bio Technology,3.6,2.8,2.8,2.8,,4,2015
Paulinho Priscilia,Building Technology,3.6,2,4,2.8,,4,2015
Santos Hustle,Software Programming,3.6,4.4,3.6,,,3,2016
Robert Emtee,Architecture,3.6,2.8,3.6,2.4,,4,2015
Einstein Hustle,Micro Biology,3.6,2,2.8,,,3,2016
McCall Justin,Mechganical Engineering,4.4,3.6,4,2.8,2,5,2014
Paulinho Cavati,Statistics,3.2,2.4,4,2.4,,4,2015
McCoaster Dunlop,Survey and Geo-informatics,3.6,3.2,4.4,,,3,2016
Andrew Whice,Biochemistry,4.4,3.6,3.2,4,3.2,5,2014
Andrew Brenda,Statistics,3.6,2.8,4,,,3,2016
Donald Cara,Biochemistry,2,3.6,4.4,4.4,2.4,5,2014
Torgan Hustle,Computer Engineering,3.6,4.4,2.4,,,3,2016
Luke Anabelle,Geology,2.4,2.8,2.4,,,3,2016
Silver Fredie,Data Analysis,3.2,2.4,4,,,3,2016
Andrew Wayne,Architecture,4,4,3.6,4.4,4.4,5,2014
Lorrience Chris,Computer Science,3.2,2.4,3.2,2,4,5,2014
Becam Berger,Bio Technology,3.2,3.2,4.4,3.2,,4,2015
Einstein Dembele,Computer Engineering,3.6,2,3.2,2.4,4.4,5,2014
Narcos Chris,Micro Biology,3.2,2.8,3.2,3.2,,4,2015
Lucas Young man,Building Technology,2,2.8,2.8,2.4,2.8,5,2014
Torgan Jack,Micro Biology,3.2,4.4,4.4,3.6,3.2,5,2014
McCoaster Hummit,Micro Biology,2.4,2,2,3.2,,4,2015
Paulinho Nicki,Physics,4.4,3.6,4,3.2,4,5,2014
Lucas Bond,Architecture,4,2.8,3.6,,,3,2016
McCoaster Edward,Computer Science,3.6,3.2,4.4,,,3,2016
Silver Priscilia,Survey and Geo-informatics,3.6,3.6,2,4.4,4,5,2014
Subdila Slipey,Cyber Security,3.2,2.8,4.4,4,,4,2015
Lorrience Mercy,Bio Technology,2.8,2.8,4.4,,,3,2016
Hewlette John,Civil Engineering,3.6,2.8,2.4,,,3,2016
Subdila Charles,Mechganical Engineering,4,2.4,3.6,3.6,,4,2015
Sellini Mercy,Geology,3.2,3.2,3.6,2.8,2.8,5,2014
Charlotte Edward,Geology,2.4,2,2.8,4,2.8,5,2014
Douglas Slipey,Statistics,2,2.8,3.6,,,3,2016
Gomez Shorya,Information Technology,2,2.4,2,,,3,2016
Subdila Mark,Information Technology,3.2,2,2.4,4,,4,2015
Douglas Dan,Cyber Security,4,3.6,4.4,3.2,,4,2015
Anderson Emrican,Machine and Deep Engineering,4,2.4,3.2,,,3,2016
McCoaster Priscilia,Civil Engineering,4,4,4.4,2.8,4,5,2014
Chelsea Young man,Mining Engineering,3.2,3.6,2,,,3,2016
Kendrick Jack,Software Programming,3.6,4,2.4,2.4,3.6,5,2014
Alexander Justin,Architecture,3.6,3.2,2.8,,,3,2016
Donald Chris,Geology,3.6,4,2.8,2,3.6,5,2014
Gomez White,Machine and Deep Engineering,3.2,3.6,4,,,3,2016
Gomez Sandra,Physics,2.4,2.8,4,2,,4,2015
Richard Slipey,Mining Engineering,4,2.4,2.8,2,3.6,5,2014
Mourinho Marla,Geology,2.8,3.6,2,3.6,,4,2015
Chelsea John,Computer Science,2,4,2.8,2.4,,4,2015
Narcos Julius,Data Analysis,2.8,3.6,2.8,3.6,2,5,2014
Smith James,Physics,4,2.8,2.8,2,3.6,5,2014
Honda Hustle,Data Analysis,3.6,2,3.2,4,2.4,5,2014
Lorrience Slipey,Mechganical Engineering,2.4,3.6,4,4,,4,2015
Ford Shorya,Bio Technology,2.8,4,4.4,4,4,5,2014
Chelsea Kiki,Physics,4,2.4,4,3.2,2,5,2014
Sebastian Lingard,Building Technology,3.6,3.2,2,2,,4,2015
David Nicki,Geology,2,4.4,2.8,3.2,2,5,2014
Smith Coutiho,Physics,2.8,4,2,2,,4,2015
Rica Jordan,Micro Biology,4,2.4,4.4,4,,4,2015
Subdila Jordan,Data Analysis,3.2,4.4,2.8,2.8,,4,2015
David Emrican,Architecture,2,2.8,4,3.2,,4,2015
Torgan Whice,Computer Science,4.4,3.6,2,,,3,2016
Diego Sandra,Survey and Geo-informatics,4.4,3.6,4,3.2,4,5,2014
Richard Esther,Information Technology,2.4,2.8,3.6,3.2,2.8,5,2014
Becam Marla,Information Technology,4,4.4,3.6,,,3,2016
Gomez Cara,Data Analysis,2,3.6,4.4,4.4,,4,2015
Alexander Kiki,Cyber Security,4.4,2.8,2.4,4,4,5,2014
Willson Emrican,Data Analysis,2.8,3.2,4.4,4.4,,4,2015
Manchester Dembele,Data Analysis,2,3.2,2,,,3,2016
Malcomm Whice,Building Technology,2.4,3.6,2.4,,,3,2016
Edding Nicki,Mechganical Engineering,2.8,2.8,2.4,3.2,,4,2015
Kendrick Babbage,Survey and Geo-informatics,4.4,3.2,4,,,3,2016
Paulinho Esther,Architecture,2,3.2,3.6,,,3,2016
Honda Philine,Computer Science,2,4.4,3.6,2,3.6,5,2014
Subdila Esther,Bio Technology,2.8,4,2.8,,,3,2016
Edding Mercy,Mechganical Engineering,2.4,3.2,2,,,3,2016
Diego Jordan,Computer Engineering,3.6,4.4,3.6,2.8,2.4,5,2014
David Gopy,Cyber Security,3.2,2.4,4.4,,,3,2016
Mourinho Jack,Civil Engineering,2.8,2.8,2,4,,4,2015
Sebastian Mark,Mining Engineering,4,2,4.4,2,,4,2015
Gomez Anabelle,Survey and Geo-informatics,3.6,2,2,3.2,2.8,5,2014
Barcelona Chris,Cyber Security,3.2,2.8,2,4,,4,2015
Sebastian Emtee,Cyber Security,2.8,2.8,3.2,3.2,4,5,2014
Becam White,Computer Engineering,3.6,3.6,4.4,,,3,2016
Andrew Emrican,Geology,2,3.6,3.2,,,3,2016
David John,Building Technology,4.4,3.6,3.6,2.8,,4,2015
Kendrick Justin,Mining Engineering,2.8,2.4,2.8,,,3,2016
Lorrience Casandra,Geology,3.6,2,4.4,2.8,,4,2015
Marcos John,Biochemistry,4.4,3.6,3.6,2.4,,4,2015
McCoaster Brenda,Mining Engineering,4,2.8,3.2,,,3,2016
Mizphabet Justin,Building Technology,4.4,4.4,3.6,3.2,2,5,2014
Sebastian Casandra,Micro Biology,3.6,3.2,4.4,3.6,4.4,5,2014
Paulinho Burna,Computer Science,2,4,2.4,3.2,,4,2015
Hewlette Casandra,Machine and Deep Engineering,2.8,4,3.2,3.2,2.8,5,2014
Andrew Casandra,Software Programming,4.4,4,4.4,4,,4,2015
Sebastian Dembele,Bio Technology,2,3.2,4.4,2.8,4,5,2014
Emerson Marla,Micro Biology,4,4.4,2,2,2.4,5,2014
Manchester Green,Geology,2,3.6,2.4,4,3.2,5,2014
Subdila Dunlop,Mechganical Engineering,4,2.8,2,,,3,2016
McCoaster Dembele,Statistics,3.6,3.2,4.4,,,3,2016
Phelionni Sandra,Physics,2.8,3.6,2,3.2,,4,2015
McCall Philine,Mining Engineering,2.4,3.2,4,2.8,,4,2015
Sebastian Nicki,Geology,4,3.2,2.4,2,2.4,5,2014
